SiteID,WetlandType,MosquitoRank,CattailMosquito,CulexFound,TreatedBy,Date,Wetness,Action,DipCount,Material,Temperature,Precipitation,CloudCoverage
192230-017,3.1,RED,No,Yes,none,04/13/2012,-1,none,,,10,,67
192230-017,3.1,RED,No,Yes,none,04/14/2012,-1,none,,,15,,21
192230-017,3.1,RED,No,Yes,none,03/31/2012,-1,none,,,10,,35
192230-017,3.1,RED,No,Yes,none,04/01/2012,-1,none,,,11,,8
192230-017,3.1,RED,No,Yes,none,04/02/2012,-1,none,,,13,,36
192230-017,3.1,RED,No,Yes,Aerial,04/03/2012,0.65,Inspect for Aerial Trt.,0.8,,11,,43
192230-017,3.1,RED,No,Yes,Aerial,04/04/2012,,Aerial Treatment,0,Bti granules,10,,32
192230-017,3.1,RED,No,Yes,none,03/30/2012,-1,none,,,8,,52
192230-017,3.1,RED,No,Yes,none,08/27/2011,-1,none,,,20,,20
192230-017,3.1,RED,No,Yes,none,08/28/2011,-1,none,,,19,,33
192230-017,3.1,RED,No,Yes,none,08/29/2011,-1,none,,,20,,14
192230-017,3.1,RED,No,Yes,none,08/30/2011,-1,none,,,19,,62
192230-017,3.1,RED,No,Yes,Aerial,08/31/2011,0.0,Inspect for Cattail Mosq.,0,,21,,86
192230-017,3.1,RED,No,Yes,none,07/18/2011,-1,none,,,29,,35
192230-017,3.1,RED,No,Yes,none,07/19/2011,-1,none,,,29,,7
192230-017,3.1,RED,No,Yes,none,07/20/2011,-1,none,,,29,,3
192230-017,3.1,RED,No,Yes,none,07/21/2011,-1,none,,,24,,7
192230-017,3.1,RED,No,Yes,Aerial,07/22/2011,,Aerial Treatment,0,Methoprene pellets,25,,28
192230-017,3.1,RED,No,Yes,none,06/12/2011,-1,none,,,14,,18
192230-017,3.1,RED,No,Yes,none,06/13/2011,-1,none,,,17,,10
192230-017,3.1,RED,No,Yes,none,06/14/2011,-1,none,,,18,,41
192230-017,3.1,RED,No,Yes,none,06/15/2011,-1,none,,,16,,77
192230-017,3.1,RED,No,Yes,Aerial,06/16/2011,,Aerial Treatment,0,Methoprene pellets,18,,48
192230-017,3.1,RED,No,Yes,none,05/13/2011,-1,none,,,10,,76
192230-017,3.1,RED,No,Yes,none,05/14/2011,-1,none,,,7,,83
192230-017,3.1,RED,No,Yes,none,05/15/2011,-1,none,,,10,,30
192230-017,3.1,RED,No,Yes,none,05/16/2011,-1,none,,,11,,1
192230-017,3.1,RED,No,Yes,Aerial,05/17/2011,,Aerial Treatment,0,Methoprene pellets,12,,0
192230-017,3.1,RED,No,Yes,none,04/28/2011,-1,none,,,5,,69
192230-017,3.1,RED,No,Yes,Aerial,04/29/2011,,Aerial Treatment,0,Bti granules,9,,40
192230-017,3.1,RED,No,Yes,none,04/30/2011,-1,none,,,10,,53
192230-017,3.1,RED,No,Yes,none,05/01/2011,-1,none,,,4,,43
192230-017,3.1,RED,No,Yes,Aerial,05/02/2011,0.75,Inspect for Aerial Trt.,0,,3,,50
192230-017,3.1,RED,No,Yes,Aerial,04/25/2011,0.65,Inspect for Aerial Trt.,10,,10,,35
192230-017,3.1,RED,No,Yes,none,04/26/2011,-1,none,,,6,,99
192230-017,3.1,RED,No,Yes,none,04/27/2011,-1,none,,,3,,82
192230-017,3.1,RED,No,Yes,none,04/21/2011,-1,none,,,4,,61
192230-017,3.1,RED,No,Yes,none,04/22/2011,-1,none,,,4,,98
192230-017,3.1,RED,No,Yes,none,04/23/2011,-1,none,,,6,,68
192230-017,3.1,RED,No,Yes,none,04/24/2011,-1,none,,,8,,12
192230-017,3.1,RED,No,Yes,none,09/13/2010,-1,none,,,16,,3
192230-017,3.1,RED,No,Yes,none,09/14/2010,-1,none,,,14,,31
192230-017,3.1,RED,No,Yes,none,09/15/2010,-1,none,,,15,,85
192230-017,3.1,RED,No,Yes,none,09/16/2010,-1,none,,,12,,64
192230-017,3.1,RED,No,Yes,Aerial,09/17/2010,0.0,Inspect for Cattail Mosq.,0,,13,,75
192230-017,3.1,RED,No,Yes,none,07/24/2010,-1,none,,,22,,48
192230-017,3.1,RED,No,Yes,none,07/25/2010,-1,none,,,22,,28
192230-017,3.1,RED,No,Yes,none,07/26/2010,-1,none,,,24,,10
192230-017,3.1,RED,No,Yes,none,07/27/2010,-1,none,,,26,,41
192230-017,3.1,RED,No,Yes,Aerial,07/28/2010,,Aerial Treatment,0,Methoprene pellets,22,,16
192230-017,3.1,RED,No,Yes,none,06/20/2010,-1,none,,,21,,5
192230-017,3.1,RED,No,Yes,none,06/21/2010,-1,none,,,22,,39
192230-017,3.1,RED,No,Yes,none,06/22/2010,-1,none,,,25,,5
192230-017,3.1,RED,No,Yes,none,06/23/2010,-1,none,,,22,,66
192230-017,3.1,RED,No,Yes,Aerial,06/24/2010,,Aerial Treatment,0,Methoprene pellets,22,,8
192230-017,3.1,RED,No,Yes,none,05/17/2010,-1,none,,,16,,26
192230-017,3.1,RED,No,Yes,none,05/18/2010,-1,none,,,16,,11
192230-017,3.1,RED,No,Yes,none,05/19/2010,-1,none,,,19,,1
192230-017,3.1,RED,No,Yes,none,05/20/2010,-1,none,,,19,,3
192230-017,3.1,RED,No,Yes,Aerial,05/21/2010,,Aerial Treatment,0,Methoprene pellets,16,,57
192230-017,3.1,RED,No,Yes,none,05/10/2010,-1,none,,,8,,55
192230-017,3.1,RED,No,Yes,none,05/11/2010,-1,none,,,5,,96
192230-017,3.1,RED,No,Yes,Aerial,05/12/2010,0.85,Inspect for Aerial Trt.,2,,7,,98
192230-017,3.1,RED,No,Yes,none,05/13/2010,-1,none,,,10,,96
192230-017,3.1,RED,No,Yes,Aerial,05/14/2010,0.85,Inspect for Aerial Trt.,0,,13,,41
192230-017,3.1,RED,No,Yes,none,05/08/2010,-1,none,,,5,,68
192230-017,3.1,RED,No,Yes,none,05/09/2010,-1,none,,,8,,16
192230-017,3.1,RED,No,Yes,none,04/08/2010,-1,none,,,4,,20
192230-017,3.1,RED,No,Yes,Aerial,04/09/2010,0.85,Inspect for Aerial Trt.,10,,9,,14
192230-017,3.1,RED,No,Yes,none,04/10/2010,-1,none,,,11,,23
192230-017,3.1,RED,No,Yes,none,04/11/2010,-1,none,,,12,,26
192230-017,3.1,RED,No,Yes,Aerial,04/12/2010,,Aerial Treatment,0,Bti granules,13,,43
192230-017,3.1,RED,No,Yes,none,04/05/2010,-1,none,,,10,,39
192230-017,3.1,RED,No,Yes,none,04/06/2010,-1,none,,,9,,56
192230-017,3.1,RED,No,Yes,none,04/07/2010,-1,none,,,7,,19
192230-017,3.1,RED,No,Yes,none,07/18/2009,-1,none,,,16,,37
192230-017,3.1,RED,No,Yes,none,07/19/2009,-1,none,,,18,,2
192230-017,3.1,RED,No,Yes,none,07/20/2009,-1,none,,,19,,16
192230-017,3.1,RED,No,Yes,none,07/21/2009,-1,none,,,19,,58
192230-017,3.1,RED,No,Yes,Aerial,07/22/2009,,Aerial Treatment,0,Methoprene pellets,20,,24
192230-017,3.1,RED,No,Yes,none,06/19/2009,-1,none,,,23,,31
192230-017,3.1,RED,No,Yes,none,06/20/2009,-1,none,,,24,,16
192230-017,3.1,RED,No,Yes,none,06/21/2009,-1,none,,,22,,59
192230-017,3.1,RED,No,Yes,none,06/22/2009,-1,none,,,27,,22
192230-017,3.1,RED,No,Yes,Aerial,06/23/2009,,Aerial Treatment,0,Methoprene pellets,27,,17
192230-017,3.1,RED,No,Yes,none,05/15/2009,-1,none,,,14,,48
192230-017,3.1,RED,No,Yes,none,05/16/2009,-1,none,,,8,,21
192230-017,3.1,RED,No,Yes,none,05/17/2009,-1,none,,,11,,22
192230-017,3.1,RED,No,Yes,none,05/18/2009,-1,none,,,16,,16
192230-017,3.1,RED,No,Yes,Aerial,05/19/2009,,Aerial Treatment,0,Methoprene pellets,21,,21
192230-017,3.1,RED,No,Yes,none,04/27/2009,-1,none,,,8,,69
192230-017,3.1,RED,No,Yes,none,04/28/2009,-1,none,,,9,,8
192230-017,3.1,RED,No,Yes,none,04/29/2009,-1,none,,,10,,64
192230-017,3.1,RED,No,Yes,Aerial,04/30/2009,0.95,Inspect for Aerial Trt.,0.2,,13,,65
192230-017,3.1,RED,No,Yes,Aerial,05/01/2009,,Aerial Treatment,0,Bti granules,9,,31
192230-017,3.1,RED,No,Yes,none,04/26/2009,-1,none,,,10,,97
192230-017,3.1,RED,No,Yes,none,04/18/2009,-1,none,,,13,,47
192230-017,3.1,RED,No,Yes,none,04/19/2009,-1,none,,,6,,64
192230-017,3.1,RED,No,Yes,Aerial,04/20/2009,0.95,Inspect for Aerial Trt.,25,,5,,73
192230-017,3.1,RED,No,Yes,none,04/21/2009,-1,none,,,7,,25
192230-017,3.1,RED,No,Yes,Aerial,04/22/2009,,Aerial Treatment,0,Bti granules,9,,21
192230-017,3.1,RED,No,Yes,none,04/16/2009,-1,none,,,12,,28
192230-017,3.1,RED,No,Yes,none,04/17/2009,-1,none,,,15,,16
192230-017,3.1,RED,No,Yes,none,09/20/2008,-1,none,,,20,,13
192230-017,3.1,RED,No,Yes,none,09/21/2008,-1,none,,,20,,9
192230-017,3.1,RED,No,Yes,none,09/22/2008,-1,none,,,20,,23
192230-017,3.1,RED,No,Yes,none,09/23/2008,-1,none,,,21,,56
192230-017,3.1,RED,No,Yes,Aerial,09/24/2008,0.0,Inspect for Aerial Trt.,0,,16,,17
192230-017,3.1,RED,No,Yes,none,09/06/2008,-1,none,,,15,,30
192230-017,3.1,RED,No,Yes,none,09/07/2008,-1,none,,,14,,50
192230-017,3.1,RED,No,Yes,none,09/08/2008,-1,none,,,12,,25
192230-017,3.1,RED,No,Yes,none,09/09/2008,-1,none,,,14,,12
192230-017,3.1,RED,No,Yes,Aerial,09/10/2008,0.0,Inspect for Cattail Mosq.,0,,16,,26
192230-017,3.1,RED,No,Yes,none,08/24/2008,-1,none,,,18,,3
192230-017,3.1,RED,No,Yes,none,08/25/2008,-1,none,,,19,,0
192230-017,3.1,RED,No,Yes,none,08/26/2008,-1,none,,,20,,0
192230-017,3.1,RED,No,Yes,none,08/27/2008,-1,none,,,20,,47
192230-017,3.1,RED,No,Yes,Aerial,08/28/2008,0.10,Inspect for Aerial Trt.,0,,21,,46
192230-017,3.1,RED,No,Yes,none,07/17/2008,-1,none,,,24,,45
192230-017,3.1,RED,No,Yes,none,07/18/2008,-1,none,,,23,,25
192230-017,3.1,RED,No,Yes,none,07/19/2008,-1,none,,,21,,42
192230-017,3.1,RED,No,Yes,none,07/20/2008,-1,none,,,23,,52
192230-017,3.1,RED,No,Yes,Aerial,07/21/2008,,Aerial Treatment,0,Methoprene pellets,22,,19
192230-017,3.1,RED,No,Yes,none,06/14/2008,-1,none,,,,,
192230-017,3.1,RED,No,Yes,none,06/15/2008,-1,none,,,,,
192230-017,3.1,RED,No,Yes,none,06/16/2008,-1,none,,,,,
192230-017,3.1,RED,No,Yes,none,06/17/2008,-1,none,,,,,
192230-017,3.1,RED,No,Yes,Aerial,06/18/2008,,Aerial Treatment,0,Methoprene pellets,,,
192230-017,3.1,RED,No,Yes,none,05/10/2008,-1,none,,,,,
192230-017,3.1,RED,No,Yes,none,05/11/2008,-1,none,,,,,
192230-017,3.1,RED,No,Yes,none,05/12/2008,-1,none,,,,,
192230-017,3.1,RED,No,Yes,none,05/13/2008,-1,none,,,,,
192230-017,3.1,RED,No,Yes,Aerial,05/14/2008,,Aerial Treatment,0,Methoprene pellets,,,
192230-017,3.1,RED,No,Yes,none,05/01/2008,-1,none,,,,,
192230-017,3.1,RED,No,Yes,none,05/02/2008,-1,none,,,,,
192230-017,3.1,RED,No,Yes,none,05/03/2008,-1,none,,,,,
192230-017,3.1,RED,No,Yes,none,05/04/2008,-1,none,,,,,
192230-017,3.1,RED,No,Yes,Aerial,05/05/2008,0.95,Inspect for Aerial Trt.,0,,,,
192230-017,3.1,RED,No,Yes,none,04/25/2008,-1,none,,,,,
192230-017,3.1,RED,No,Yes,none,04/26/2008,-1,none,,,,,
192230-017,3.1,RED,No,Yes,none,04/27/2008,-1,none,,,,,
192230-017,3.1,RED,No,Yes,none,04/28/2008,-1,none,,,,,
192230-017,3.1,RED,No,Yes,Aerial,04/29/2008,,Aerial Treatment,0,Bti granules,,,
192230-017,3.1,RED,No,Yes,none,04/17/2008,-1,none,,,,,
192230-017,3.1,RED,No,Yes,none,04/18/2008,-1,none,,,,,
192230-017,3.1,RED,No,Yes,none,04/19/2008,-1,none,,,,,
192230-017,3.1,RED,No,Yes,none,04/20/2008,-1,none,,,,,
192230-017,3.1,RED,No,Yes,Aerial,04/21/2008,0.95,Inspect for Aerial Trt.,5,,,,
192230-017,3.1,RED,No,Yes,none,09/24/2007,-1,none,,,,,
192230-017,3.1,RED,No,Yes,none,09/25/2007,-1,none,,,,,
192230-017,3.1,RED,No,Yes,none,09/26/2007,-1,none,,,,,
192230-017,3.1,RED,No,Yes,none,09/27/2007,-1,none,,,,,
192230-017,3.1,RED,No,Yes,Aerial,09/28/2007,0.0,Inspect for Cattail Mosq.,0,,,,
192230-017,3.1,RED,No,Yes,none,09/15/2007,-1,none,,,,,
192230-017,3.1,RED,No,Yes,none,09/16/2007,-1,none,,,,,
192230-017,3.1,RED,No,Yes,none,09/17/2007,-1,none,,,,,
192230-017,3.1,RED,No,Yes,none,09/18/2007,-1,none,,,,,
192230-017,3.1,RED,No,Yes,Aerial,09/19/2007,0.0,Inspect for Aerial Trt.,0,,,,
192230-017,3.1,RED,No,Yes,none,09/03/2007,-1,none,,,,,
192230-017,3.1,RED,No,Yes,none,09/04/2007,-1,none,,,,,
192230-017,3.1,RED,No,Yes,none,09/05/2007,-1,none,,,,,
192230-017,3.1,RED,No,Yes,none,09/06/2007,-1,none,,,,,
192230-017,3.1,RED,No,Yes,Aerial,09/07/2007,0.0,Inspect for Aerial Trt.,0,,,,
192230-017,3.1,RED,No,Yes,none,07/26/2007,-1,none,,,,,
192230-017,3.1,RED,No,Yes,Aerial,07/27/2007,0.0,Inspect for Aerial Trt.,0,,,,
192230-017,3.1,RED,No,Yes,none,07/28/2007,-1,none,,,,,
192230-017,3.1,RED,No,Yes,none,07/29/2007,-1,none,,,,,
192230-017,3.1,RED,No,Yes,Aerial,07/30/2007,,Aerial Treatment,0,Methoprene pellets,,,
192230-017,3.1,RED,No,Yes,none,07/23/2007,-1,none,,,,,
192230-017,3.1,RED,No,Yes,none,07/24/2007,-1,none,,,,,
192230-017,3.1,RED,No,Yes,none,07/25/2007,-1,none,,,,,
192230-017,3.1,RED,No,Yes,none,07/01/2007,-1,none,,,,,
192230-017,3.1,RED,No,Yes,none,07/02/2007,-1,none,,,,,
192230-017,3.1,RED,No,Yes,none,07/03/2007,-1,none,,,,,
192230-017,3.1,RED,No,Yes,none,07/04/2007,-1,none,,,,,
192230-017,3.1,RED,No,Yes,Aerial,07/05/2007,0.10,Inspect for Aerial Trt.,0,,,,
192230-017,3.1,RED,No,Yes,none,06/16/2007,-1,none,,,,,
192230-017,3.1,RED,No,Yes,none,06/17/2007,-1,none,,,,,
192230-017,3.1,RED,No,Yes,none,06/18/2007,-1,none,,,,,
192230-017,3.1,RED,No,Yes,none,06/19/2007,-1,none,,,,,
192230-017,3.1,RED,No,Yes,Aerial,06/20/2007,,Aerial Treatment,0,Methoprene pellets,,,
192230-017,3.1,RED,No,Yes,none,05/13/2007,-1,none,,,,,
192230-017,3.1,RED,No,Yes,none,05/14/2007,-1,none,,,,,
192230-017,3.1,RED,No,Yes,none,05/15/2007,-1,none,,,,,
192230-017,3.1,RED,No,Yes,none,05/16/2007,-1,none,,,,,
192230-017,3.1,RED,No,Yes,Aerial,05/17/2007,,Aerial Treatment,0,Methoprene pellets,,,
192230-017,3.1,RED,No,Yes,none,05/06/2007,-1,none,,,,,
192230-017,3.1,RED,No,Yes,none,05/07/2007,-1,none,,,,,
192230-017,3.1,RED,No,Yes,none,05/08/2007,-1,none,,,,,
192230-017,3.1,RED,No,Yes,none,05/09/2007,-1,none,,,,,
192230-017,3.1,RED,No,Yes,Aerial,05/10/2007,0.55,Inspect for Aerial Trt.,0.1,,,,
192230-017,3.1,RED,No,Yes,none,04/20/2007,-1,none,,,,,
192230-017,3.1,RED,No,Yes,none,04/21/2007,-1,none,,,,,
192230-017,3.1,RED,No,Yes,none,04/22/2007,-1,none,,,,,
192230-017,3.1,RED,No,Yes,none,04/23/2007,-1,none,,,,,
192230-017,3.1,RED,No,Yes,Aerial,04/24/2007,,Aerial Treatment,0,Bti granules,,,
192230-017,3.1,RED,No,Yes,none,04/14/2007,-1,none,,,,,
192230-017,3.1,RED,No,Yes,none,04/15/2007,-1,none,,,,,
192230-017,3.1,RED,No,Yes,none,04/16/2007,-1,none,,,,,
192230-017,3.1,RED,No,Yes,none,04/17/2007,-1,none,,,,,
192230-017,3.1,RED,No,Yes,Aerial,04/18/2007,0.75,Inspect for Aerial Trt.,4,,,,
192230-017,3.1,RED,No,Yes,none,09/11/2006,-1,none,,,,,
192230-017,3.1,RED,No,Yes,none,09/12/2006,-1,none,,,,,
192230-017,3.1,RED,No,Yes,none,09/13/2006,-1,none,,,,,
192230-017,3.1,RED,No,Yes,none,09/14/2006,-1,none,,,,,
192230-017,3.1,RED,No,Yes,Aerial,09/15/2006,0.0,Inspect for Cattail Mosq.,0,,,,
192230-017,3.1,RED,No,Yes,none,08/21/2006,-1,none,,,,,
192230-017,3.1,RED,No,Yes,none,08/22/2006,-1,none,,,,,
192230-017,3.1,RED,No,Yes,none,08/23/2006,-1,none,,,,,
192230-017,3.1,RED,No,Yes,Aerial,08/24/2006,,Inspect for Ground trt.,0,Methoprene granules,,,
192230-017,3.1,RED,No,Yes,Aerial,08/25/2006,0.0,Inspect for Aerial Trt.,0,,,,
192230-017,3.1,RED,No,Yes,none,07/14/2006,-1,none,,,,,
192230-017,3.1,RED,No,Yes,none,07/15/2006,-1,none,,,,,
192230-017,3.1,RED,No,Yes,none,07/16/2006,-1,none,,,,,
192230-017,3.1,RED,No,Yes,none,07/17/2006,-1,none,,,,,
192230-017,3.1,RED,No,Yes,Aerial,07/18/2006,,Aerial Treatment,0,Methoprene pellets,,,
192230-017,3.1,RED,No,Yes,none,06/10/2006,-1,none,,,,,
192230-017,3.1,RED,No,Yes,none,06/11/2006,-1,none,,,,,
192230-017,3.1,RED,No,Yes,none,06/12/2006,-1,none,,,,,
192230-017,3.1,RED,No,Yes,none,06/13/2006,-1,none,,,,,
192230-017,3.1,RED,No,Yes,Aerial,06/14/2006,,Aerial Treatment,0,Methoprene pellets,,,
192230-017,3.1,RED,No,Yes,none,05/13/2006,-1,none,,,,,
192230-017,3.1,RED,No,Yes,none,05/14/2006,-1,none,,,,,
192230-017,3.1,RED,No,Yes,none,05/15/2006,-1,none,,,,,
192230-017,3.1,RED,No,Yes,none,05/16/2006,-1,none,,,,,
192230-017,3.1,RED,No,Yes,Aerial,05/17/2006,,Aerial Treatment,0,Methoprene pellets,,,
192230-017,3.1,RED,No,Yes,none,04/28/2006,-1,none,,,,,
192230-017,3.1,RED,No,Yes,none,04/29/2006,-1,none,,,,,
192230-017,3.1,RED,No,Yes,none,04/30/2006,-1,none,,,,,
192230-017,3.1,RED,No,Yes,Aerial,05/01/2006,0.85,Inspect for Aerial Trt.,0,,,,
192230-017,3.1,RED,No,Yes,Aerial,05/02/2006,0.85,Inspect for Aerial Trt.,3,,,,
192230-017,3.1,RED,No,Yes,none,04/27/2006,-1,none,,,,,
192230-017,3.1,RED,No,Yes,Aerial,04/20/2006,,Aerial Treatment,0,Bti granules,,,
192230-017,3.1,RED,No,Yes,none,04/21/2006,-1,none,,,,,
192230-017,3.1,RED,No,Yes,none,04/22/2006,-1,none,,,,,
192230-017,3.1,RED,No,Yes,none,04/23/2006,-1,none,,,,,
192230-017,3.1,RED,No,Yes,Aerial,04/24/2006,0.75,Inspect for Aerial Trt.,0,,,,
192230-017,3.1,RED,No,Yes,none,04/16/2006,-1,none,,,,,
192230-017,3.1,RED,No,Yes,none,04/17/2006,-1,none,,,,,
192230-017,3.1,RED,No,Yes,none,04/18/2006,-1,none,,,,,
192230-017,3.1,RED,No,Yes,none,04/19/2006,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,08/11/2024,-1,none,,,18,,25
192230-047,2.1,GREEN,No,Yes,none,08/12/2024,-1,none,,,20,,28
192230-047,2.1,GREEN,No,Yes,none,08/13/2024,-1,none,,,20,,9
192230-047,2.1,GREEN,No,Yes,none,08/14/2024,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,Ground,08/15/2024,0.75,Treat (by Ground),,Methoprene granules,,,
192230-047,2.1,GREEN,No,Yes,none,07/11/2024,-1,none,,,22,,25
192230-047,2.1,GREEN,No,Yes,none,07/12/2024,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,07/13/2024,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,07/14/2024,-1,none,,,27,,27
192230-047,2.1,GREEN,No,Yes,Ground,07/15/2024,0.85,Treat (by Ground),,Methoprene granules,24,,38
192230-047,2.1,GREEN,No,Yes,none,06/10/2024,-1,none,,,16,,14
192230-047,2.1,GREEN,No,Yes,none,06/11/2024,-1,none,,,17,,67
192230-047,2.1,GREEN,No,Yes,none,06/12/2024,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,06/13/2024,-1,none,,,21,,37
192230-047,2.1,GREEN,No,Yes,Ground,06/14/2024,0.75,Inspect+Treat (Ground),0,Methoprene granules,19,,38
192230-047,2.1,GREEN,No,Yes,none,05/13/2024,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,05/14/2024,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,05/15/2024,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,05/16/2024,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,Ground,05/17/2024,0.75,Inspect+Treat (Ground),0,Methoprene granules,18,,16
192230-047,2.1,GREEN,No,Yes,none,04/13/2024,-1,none,,,13,,10
192230-047,2.1,GREEN,No,Yes,none,04/14/2024,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,04/15/2024,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,04/16/2024,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,Ground,04/17/2024,0.75,Inspect+Treat (Ground),0,Methoprene granules,9,,93
192230-047,2.1,GREEN,No,Yes,none,08/11/2023,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,08/12/2023,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,08/13/2023,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,08/14/2023,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,Ground,08/15/2023,0.0,Treat (by Ground),,Methoprene granules,,,
192230-047,2.1,GREEN,No,Yes,none,07/13/2023,-1,none,,,22,,48
192230-047,2.1,GREEN,No,Yes,none,07/14/2023,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,07/15/2023,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,07/16/2023,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,Ground,07/17/2023,0.25,Treat (by Ground),,Methoprene granules,,,
192230-047,2.1,GREEN,No,Yes,none,06/10/2023,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,06/11/2023,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,06/12/2023,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,06/13/2023,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,Ground,06/14/2023,0.10,Treat (by Ground),,Methoprene granules,,,
192230-047,2.1,GREEN,No,Yes,none,08/15/2022,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,08/16/2022,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,08/17/2022,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,08/18/2022,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,Ground,08/19/2022,0.0,Treat (by Ground),,Methoprene granules,,,
192230-047,2.1,GREEN,No,Yes,none,07/21/2022,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,07/22/2022,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,07/23/2022,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,07/24/2022,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,Ground,07/25/2022,0.0,Treat (by Ground),,Methoprene granules,,,
192230-047,2.1,GREEN,No,Yes,none,06/18/2022,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,06/19/2022,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,06/20/2022,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,06/21/2022,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,Ground,06/22/2022,0.10,Treat (by Ground),,Methoprene granules,,,
192230-047,2.1,GREEN,No,Yes,none,05/20/2022,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,05/21/2022,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,05/22/2022,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,05/23/2022,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,Ground,05/24/2022,0.55,Treat (by Ground),,Methoprene granules,,,
192230-047,2.1,GREEN,No,Yes,none,08/26/2021,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,08/27/2021,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,08/28/2021,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,08/29/2021,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,Ground,08/30/2021,0.0,Inspect for Ground trt.,0,,,,
192230-047,2.1,GREEN,No,Yes,none,07/22/2021,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,07/23/2021,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,07/24/2021,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,07/25/2021,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,Ground,07/26/2021,0.10,Treat (by Ground),,Methoprene granules,,,
192230-047,2.1,GREEN,No,Yes,none,06/18/2021,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,06/19/2021,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,06/20/2021,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,06/21/2021,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,Ground,06/22/2021,0.0,Treat (by Ground),0,Spinosad granules,,,
192230-047,2.1,GREEN,No,Yes,none,05/15/2021,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,05/16/2021,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,05/17/2021,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,05/18/2021,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,Ground,05/19/2021,0.55,Treat (by Ground),,Spinosad granules,,,
192230-047,2.1,GREEN,No,Yes,none,04/15/2021,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,04/16/2021,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,04/17/2021,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,04/18/2021,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,Ground,04/19/2021,0.75,Inspect+Treat (Ground),1,Methoprene granules,,,
192230-047,2.1,GREEN,No,Yes,none,08/23/2020,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,08/24/2020,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,08/25/2020,-1,none,,,,,
192230-047,2.1,GREEN,No,Yes,none,08/26/2020,-1,none,,,,,
