SiteID,WetlandType,MosquitoRank,CattailMosquito,CulexFound,TreatedBy,Date,Wetness,Action,DipCount,Material
192230-014,4.2,GREEN,Yes,Yes,Ground,06/29/2010,0.95,Inspect+Treat (Ground),5,Bti granules
192230-014,4.2,GREEN,Yes,Yes,Ground,06/29/2010,0.95,Treat (by Ground),0,Methoprene pellets
192230-014,4.2,GREEN,Yes,Yes,Ground,05/25/2010,,Help another (recorded elsewhere),0,
192230-014,4.2,GREEN,Yes,Yes,Ground,05/25/2010,0.85,Treat (by Ground),0,Methoprene pellets
192230-014,4.2,GREEN,Yes,Yes,Ground,05/19/2010,0.75,Inspect for Ground trt.,0,
192230-014,4.2,GREEN,Yes,Yes,Ground,04/08/2010,0.85,Inspect+Treat (Ground),1,Bti granules
192230-014,4.2,GREEN,Yes,Yes,Ground,09/15/2009,0.75,Inspect for Cattail Mosq.,0.3,
192230-014,4.2,GREEN,Yes,Yes,Ground,04/16/2009,0.95,Treat (by Ground),0,Methoprene briquet
192230-014,4.2,GREEN,Yes,Yes,Ground,04/13/2009,0.95,Inspect+Treat (Ground),2,Bti granules
192230-014,4.2,GREEN,Yes,Yes,Ground,09/10/2008,0.65,Inspect for Cattail Mosq.,0,
192230-014,4.2,GREEN,Yes,Yes,Ground,08/29/2008,0.55,Inspect+Treat (Ground),2,Bti granules
192230-014,4.2,GREEN,Yes,Yes,Ground,03/13/2008,0.0,Treat (by Ground),0,Methoprene briquet
192230-014,4.2,GREEN,Yes,Yes,Ground,03/13/2008,0.0,Treat (by Ground),0,Methoprene briquet
192230-014,4.2,GREEN,Yes,Yes,Ground,09/28/2007,0.85,Inspect for Cattail Mosq.,0.1,
192230-014,4.2,GREEN,Yes,Yes,Ground,09/24/2007,0.75,Inspect for Ground trt.,0,
192230-014,4.2,GREEN,Yes,Yes,Ground,09/11/2007,0.75,Inspect+Treat (Ground),5,Bti granules
192230-014,4.2,GREEN,Yes,Yes,Ground,08/29/2007,0.75,Inspect+Treat (Ground),2,Bti granules
192230-014,4.2,GREEN,Yes,Yes,Ground,08/24/2007,0.75,Inspect+Treat (Ground),4,Bti granules
192230-014,4.2,GREEN,Yes,Yes,Ground,08/15/2007,0.75,Inspect+Treat (Ground),5,Bti granules
192230-014,4.2,GREEN,Yes,Yes,Ground,03/15/2007,0.0,Treat (by Ground),0,Methoprene briquet
192230-014,4.2,GREEN,Yes,Yes,Ground,03/15/2007,0.0,Treat (by Ground),0,Methoprene briquet
192230-014,4.2,GREEN,Yes,Yes,Ground,09/15/2006,0.95,Inspect for Cattail Mosq.,0.3,
192230-014,4.2,GREEN,Yes,Yes,Ground,09/15/2006,0.95,Inspect for Cattail Mosq.,0.3,
192230-014,4.2,GREEN,Yes,Yes,Ground,09/05/2006,0.55,Inspect for Ground trt.,0,
192230-014,4.2,GREEN,Yes,Yes,Ground,08/04/2006,0.75,Inspect+Treat (Ground),10,Bti granules
192230-014,4.2,GREEN,Yes,Yes,Ground,07/07/2006,0.35,Treat (by Ground),0,Methoprene pellets
192230-014,4.2,GREEN,Yes,Yes,Ground,06/05/2006,0.65,Treat (by Ground),0,Methoprene pellets
192230-014,4.2,GREEN,Yes,Yes,Ground,05/05/2006,0.85,Inspect+Treat (Ground),5,Bti granules
192230-014,4.2,GREEN,Yes,Yes,Ground,05/05/2006,0.85,Treat (by Ground),0,Methoprene pellets
192230-014,4.2,GREEN,Yes,Yes,Ground,04/07/2006,0.85,Inspect for Ground trt.,0,
192230-102,2.1,GREEN,No,No,Ground,08/21/2024,0.0,Treat (by Ground),,Methoprene granules
192230-102,2.1,GREEN,No,No,Ground,07/25/2024,0.45,Treat (by Ground),,Methoprene granules
192230-102,2.1,GREEN,No,No,Ground,06/26/2024,0.95,Inspect+Treat (Ground),0,Methoprene granules
192230-102,2.1,GREEN,No,No,Ground,05/28/2024,0.95,Inspect+Treat (Ground),0,Methoprene granules
192230-102,2.1,GREEN,No,No,Ground,05/01/2024,0.65,Inspect+Treat (Ground),0,Methoprene granules
192230-102,2.1,GREEN,No,No,Ground,08/14/2023,0.0,Treat (by Ground),,Methoprene granules
192230-102,2.1,GREEN,No,No,Ground,07/14/2023,0.0,Treat (by Ground),,Methoprene granules
192230-102,2.1,GREEN,No,No,Ground,06/14/2023,0.0,Treat (by Ground),,Methoprene granules
192230-102,2.1,GREEN,No,No,Ground,05/09/2023,0.65,Inspect+Treat (Ground),0,Spinosad granules
192230-102,2.1,GREEN,No,No,Ground,08/22/2022,0.0,Treat (by Ground),0,Methoprene granules
192230-102,2.1,GREEN,No,No,Ground,07/25/2022,0.0,Treat (by Ground),0,Methoprene granules
192230-102,2.1,GREEN,No,No,Ground,06/22/2022,0.0,Treat (by Ground),0,Methoprene granules
192230-102,2.1,GREEN,No,No,Ground,05/26/2022,0.95,Treat (by Ground),,Methoprene granules
192230-102,2.1,GREEN,No,No,Ground,08/06/2021,0.0,Treat (by Ground),0,Methoprene granules
192230-102,2.1,GREEN,No,No,Ground,07/09/2021,0.0,Treat (by Ground),0,Methoprene granules
192230-102,2.1,GREEN,No,No,Ground,06/04/2021,0.25,Treat (by Ground),,Spinosad granules
192230-102,2.1,GREEN,No,No,Ground,05/05/2021,0.85,Treat (by Ground),,Spinosad granules
192230-102,2.1,GREEN,No,No,Ground,07/08/2020,0.95,Treat (by Ground),,Methoprene granules
192230-102,2.1,GREEN,No,No,Ground,06/10/2020,0.85,Treat (by Ground),,Spinosad granules
192230-102,2.1,GREEN,No,No,Ground,05/14/2020,0.95,Treat (by Ground),,Spinosad granules
192230-102,2.1,GREEN,No,No,Ground,07/22/2019,0.95,Treat (by Ground),,Methoprene pellets
192230-102,2.1,GREEN,No,No,Ground,06/17/2019,0.95,Treat (by Ground),,Spinosad granules
192230-102,2.1,GREEN,No,No,Ground,05/17/2019,0.95,Treat (by Ground),,Spinosad granules
192230-102,2.1,GREEN,No,No,Ground,07/02/2018,0.95,Treat (by Ground),,Spinosad granules
192230-102,2.1,GREEN,No,No,Ground,05/04/2018,0.95,Treat (by Ground),,Spinosad granules
192230-102,2.1,GREEN,No,No,Ground,08/30/2017,0.85,Inspect for Ground trt.,0,
192230-102,2.1,GREEN,No,No,Ground,07/11/2017,0.0,Treat (by Ground),0,Methoprene pellets
192230-102,2.1,GREEN,No,No,Ground,06/08/2017,0.0,Treat (by Ground),0,Methoprene pellets
192230-102,2.1,GREEN,No,No,Ground,05/08/2017,0.95,Inspect+Treat (Ground),0,Methoprene pellets
192230-102,2.1,GREEN,No,No,Ground,08/29/2016,0.45,Inspect for Ground trt.,0,
192230-102,2.1,GREEN,No,No,Ground,08/16/2016,0.0,Inspect for Ground trt.,0,
192230-102,2.1,GREEN,No,No,Ground,07/05/2016,0.0,Treat (by Ground),0,Methoprene pellets
192230-102,2.1,GREEN,No,No,Ground,06/03/2016,0.15,Inspect+Treat (Ground),0,Methoprene pellets
192230-102,2.1,GREEN,No,No,Ground,05/04/2016,0.65,Inspect+Treat (Ground),0,Methoprene pellets
192230-102,2.1,GREEN,No,No,Ground,07/09/2015,0.85,Inspect for Ground trt.,0,
192230-102,2.1,GREEN,No,No,Ground,06/09/2015,0.55,Treat (by Ground),,Methoprene pellets
192230-102,2.1,GREEN,No,No,Ground,05/07/2015,0.45,Inspect+Treat (Ground),0,Methoprene pellets
192230-102,2.1,GREEN,No,No,Ground,04/24/2015,0.65,Inspect+Treat (Ground),0.2,Bti granules
192230-102,2.1,GREEN,No,No,Ground,07/17/2014,0.35,Treat (by Ground),0,Methoprene pellets
192230-102,2.1,GREEN,No,No,Ground,06/17/2014,0.65,Treat (by Ground),0,Methoprene pellets
192230-102,2.1,GREEN,No,No,Ground,05/16/2014,1.0,Inspect+Treat (Ground),0,Methoprene pellets
192230-102,2.1,GREEN,No,No,Ground,08/30/2013,0.0,Inspect for Ground trt.,0,
192230-102,2.1,GREEN,No,No,Ground,07/11/2013,0.0,Inspect+Treat (Ground),0,Methoprene pellets
192230-102,2.1,GREEN,No,No,Ground,06/10/2013,0.95,Inspect+Treat (Ground),0,Methoprene pellets
192230-102,2.1,GREEN,No,No,Ground,05/07/2013,0.95,Inspect+Treat (Ground),0.1,Methoprene pellets
192230-102,2.1,GREEN,No,No,Ground,08/13/2012,0.0,Treat (by Ground),0,Methoprene pellets
192230-102,2.1,GREEN,No,No,Ground,07/09/2012,0.0,Treat (by Ground),0,Methoprene pellets
192230-102,2.1,GREEN,No,No,Ground,06/04/2012,0.95,Treat (by Ground),0,Methoprene pellets
192230-102,2.1,GREEN,No,No,Ground,05/01/2012,0.95,Treat (by Ground),0,Methoprene pellets
192230-102,2.1,GREEN,No,No,Ground,04/11/2012,0.95,Inspect+Treat (Ground),5,Bti granules
192230-102,2.1,GREEN,No,No,Ground,08/16/2011,0.0,Treat (by Ground),0,Methoprene pellets
192230-102,2.1,GREEN,No,No,Ground,08/04/2011,0.85,Inspect+Treat (Ground),5,Bti granules
192230-102,2.1,GREEN,No,No,Ground,07/20/2011,1.0,Inspect+Treat (Ground),3,Bti granules
192230-102,2.1,GREEN,No,No,Ground,07/13/2011,0.0,Inspect for Ground trt.,0,
192230-102,2.1,GREEN,No,No,Ground,06/23/2011,0.95,Inspect for Ground trt.,0,
192230-102,2.1,GREEN,No,No,Ground,05/25/2011,0.95,Inspect for Ground trt.,0,
192230-102,2.1,GREEN,No,No,Ground,05/03/2011,0.95,Inspect for Ground trt.,0,
192230-102,2.1,GREEN,No,No,Ground,04/14/2011,0.75,Inspect for Ground trt.,0,
192230-102,2.1,GREEN,No,No,Ground,08/12/2010,0.0,Inspect for Ground trt.,0,
192230-102,2.1,GREEN,No,No,Ground,06/29/2010,0.95,Inspect for Ground trt.,0,
192230-102,2.1,GREEN,No,No,Ground,06/16/2010,0.85,Inspect for Ground trt.,0,
192230-102,2.1,GREEN,No,No,Ground,05/19/2010,0.75,Inspect for Ground trt.,0,
192230-102,2.1,GREEN,No,No,Ground,04/08/2010,0.95,Inspect for Ground trt.,0,
192230-102,2.1,GREEN,No,No,Ground,05/01/2009,0.95,Inspect+Treat (Ground),10,Bti granules
192230-102,2.1,GREEN,No,No,Ground,04/13/2009,0.95,Inspect+Treat (Ground),0.5,Bti granules
192230-102,2.1,GREEN,No,No,Ground,06/11/2008,0.85,Inspect for Ground trt.,0,
192230-102,2.1,GREEN,No,No,Ground,05/07/2008,0.95,Inspect for Ground trt.,0,
192230-102,2.1,GREEN,No,No,Ground,04/14/2008,1.0,Inspect for Ground trt.,0,
192230-102,2.1,GREEN,No,No,Ground,08/29/2007,0.0,Inspect for Ground trt.,0,
192230-102,2.1,GREEN,No,No,Ground,08/24/2007,0.0,Inspect for Ground trt.,0,
192230-102,2.1,GREEN,No,No,Ground,08/15/2007,0.0,Inspect for Ground trt.,0,
192230-102,2.1,GREEN,No,No,Ground,07/20/2007,0.0,Inspect for Ground trt.,0,
192230-102,2.1,GREEN,No,No,Ground,06/06/2007,0.75,Inspect+Treat (Ground),2,Bti granules
192230-102,2.1,GREEN,No,No,Ground,05/26/2007,0.75,Inspect+Treat (Ground),6,Bti granules
192230-102,2.1,GREEN,No,No,Ground,04/23/2007,0.95,Inspect+Treat (Ground),0.4,Bti granules
192230-102,2.1,GREEN,No,No,Ground,08/04/2006,0.0,Inspect for Ground trt.,0,
192230-102,2.1,GREEN,No,No,Ground,05/05/2006,1.0,Inspect+Treat (Ground),5,Bti granules
192230-102,2.1,GREEN,No,No,Ground,04/07/2006,1.0,Inspect for Ground trt.,0,
